"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1S017457","61958","DURHAM CONDO B","Broward","2060 WEST HILLSBORO BOULEVARD, DEERFIELD BEACH, FL 33442-1269","80","12/19/1974","Approved","Recorded","MA00012180","DURHAM B CONDO ASSN INC","C/O SEACREST SERVICES INC","2400 CENTREPARK W DRIVE #175","WEST PALM BEACH","FL","33409"
"PR1S017458","61959","GARDENWAY BLDG A-E","Palm Beach","A1A, LAKE PARK, FL 33410","40","03/21/1983","Approved","Recorded","MA00003900","GARDENWAY CONDO A, B, C, D & E MAINT ASSN INC","C/O DEPT 348 -  ALLIED PMG","PO BOX 4579","HOUSTON","TX","77210"
"PR1S017469","61966","ASTOR CONDO 4","Broward","419 SOUTH CRESCENT DRIVE, HOLLYWOOD, FL 33021-7422","16","09/21/1965","Approved","Recorded","MA00015079","ASTOR CONDO 4, INC","","419 S CRESCENT DR","HOLLYWOOD","FL","33021-7422"
"PR1S017470","61967","DURHAM CONDO W","Broward","CENTURY VILLAGE EAST, DEERFIELD BEACH, FL 33441","24","03/01/1974","Approved","Recorded","MA00010624","DURHAM W CONDO ASSN INC","","2400 CENTREPARK W DR #175","WEST PALM BEACH","FL","33409"
"PR1S017471","61968","GARNET CONDO","Broward","4270 NW 40TH ST, LAUDERDALE LAKES, FL 33319-4836","60","10/18/1973","Approved","Recorded","MA00005231","GARNET CONDO ASSN INC","C/O PHOENIX MANAGEMENT SERVICES INC.","4800 N. STATE ROAD 7","LAUDERDALE LAKES","FL","33319"
"PR1S017478","61972","CAMDEN O","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","20","01/01/1975","Approved","Recorded","MA00001533","CAMDEN O ASSN INC CENTURY VILLAGE","C/O ALAN LAPPIN, ASSN SECRETARY","347 CAMDEN O","WEST PALM BEACH","FL","33417"
"PR1S017481","61974","BERMUDA HOUSE","Broward","328 N OCEAN BLVD, POMPANO BEACH, FL 33062-5115","114","12/03/1968","Approved","Recorded","MA00015410","BERMUDA HOUSE ASSOC INC","","328 N OCEAN BLVD","POMPANO BEACH","FL","33062-5115"
"PR1S017483","61976","LEISURE BEACH SOUTH","Broward","2900 BANYAN ST, FORT LAUDERDALE, FL 33316-1529","44","05/21/1970","Approved","Recorded","MA00015257","LEISURE BEACH SOUTH","","PO BOX 39752","FORT LAUDERDALE","FL","33339"
"PR1S017485","61977","HARWOOD G","Broward","HARWOOD G #60, DEERFIELD BEACH, FL 33442-3452","20","09/25/1974","Approved","Recorded","MA00002345","HARWOOD G CONDO ASSN., INC.","","410 S. MILITARY TRAIL","DEERFIELD BEACH","FL","33442"
"PR1S017496","61985","CANTERBURY I","Palm Beach","206 CANTERBURY I, WEST PALM BEACH, FL 33417-6852","20","03/01/1973","Approved","Recorded","MA00002686","CANTERBURY I CONDO ASSN.","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S017498","61987","SUNRISE EAST CONDO","Broward","2800 EAST SUNRISE BOULEVARD, FORT LAUDERDALE, FL 33304-3328","93","10/26/1969","Approved","Recorded","MA00015261","SUNRISE EAST CONDO, INC.","","2800 EAST SUNRISE BLVD.","FORT LAUDERDALE","FL","33304-3328"
"PR1S017503","61991","PENTHOUSE DELRAY","Palm Beach","1910 S OCEAN BLVD, DELRAY BEACH, FL 33483-6401","80","08/30/1968","Approved","Recorded","MA00001845","PENTHOUSE DELRAY ASSN INC","","9121 N MILITARY TRAIL","PALM BEACH GARDENS","FL","33410"
"PR1S017506","61994","EDGEWOOD CONDO #6","Palm Beach","22755 SW 66TH AVE #6, BOCA RATON, FL 33428-5909","16","07/12/1972","Approved","Recorded","MA00008035","EDGEWOOD UNIT 6 ASSN","","22755 SW 66TH AVE ","BOCA RATON","FL","33428"
"PR1S017509","61997","SEAGATE TOWERS CONDO","Palm Beach","220 MACFARLANE DR, DELRAY BEACH, FL 33483-6830","149","01/01/1969","Approved","Recorded","MA00010049","SEAGATE TOWERS CONDO ASSN.INC","","220 MACFARLANE DR","DELRAY BEACH","FL","33483-6830"
"PR1S016162","61082","HARBOUR HALL CONDO","Palm Beach","1500 GATEWAY BLVD SUITE 220, BOYNTON BEACH, FL 33426","12","08/01/1972","Approved","Recorded","MA00002923","HARBOUR HALL CONDO ASSN #2","C/O CAROLINA MGMT","PO BOX 740425","BOYNTON BEACH","FL","33474"
"PR1S016164","61083","CHATHAM I","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","16","07/24/1973","Approved","Recorded","MA00003497","CHATHAM CONDO ASSN., INC.","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016168","61087","LEISUREVILLE FAIRWAY SIX","Broward","2921 W GOLF BLVD, POMPANO BEACH, FL 33064-3740","24","01/01/1968","Approved","Recorded","MA00016779","LEISUREVILLE FAIRWAY SIX ASSN INC.","C/O RICHARD BERQUIST, PRESIDENT","2650 W GOLF BLVD, UNIT 255","POMPANO BEACH","FL","33064"
"PR1S016173","61091","LAKEVIEW NORTH","Broward","5260 NW 11TH ST, PLANTATION, FL 33313-6448","32","01/01/1973","Approved","Recorded","MA00007893","LAKEVIEW NORTH, A CONDO, INC","","5260  NW 11 STREET","PLANTATION","FL","33313"
"PR1S016178","61096","PARK LAYNE TOWERS","Broward","400 GOLDEN ISLES DR, HALLANDALE, FL 33009-7503","60","10/16/1963","Approved","Recorded","MA00015088","PARK LAYNE TOWERS OWNERS ASSN","C/O ASSOCIATION SERVICES OF FLORIDA","10112 USA TODAY WAY","MIRAMAR","FL","33025"
"PR1S016179","61097","EMBASSY CONDO","Broward","1475 SE 15TH ST, FORT LAUDERDALE, FL 33316-2714","52","01/01/1974","Approved","Recorded","MA00013288","EMBASSY CONDO. APTS. ASSN. INC.","","2319 N ANDREWS AVE","FORT LAUDERDALE","FL","33311"
"PR1S016180","61098","MARINA HARBOUR SOUTH","Palm Beach","100 LEHANE TER, NORTH PALM BEACH, FL 33408-5624","28","06/13/1967","Approved","Recorded","MA00002125","MARINA HARBOUR SOUTH ASSN INC","C/O PROPERTY KEEPERS MANAGEMENT, LLC","6555 POWERLINE ROAD","FORT LAUDERDALE","FL","33309"
"PR1S016181","61099","SEADUNES","Palm Beach","5400 NORTH OCEAN DRIVE, RIVIERA BEACH, FL 33404-2525","32","07/18/1969","Approved","Recorded","MA00006666","SEADUNES ASSN INC THE","","5400 N OCEAN DR","RIVIERA BEACH","FL","33404"
"PR1S016187","61102","CRYSTAL COURT MANOR #8","Broward","1351 NORTH 12TH COURT #8, HOLLYWOOD, FL 33019-3206","24","01/01/1968","Approved","Recorded","MA00001145","CRYSTAL COURT MANOR ASSN #8","C/O ALMA DUFFY","1355 N 12TH COURT","HOLLYWOOD","FL","33019"
"PR1S016204","61114","HILLCREST CC APTS #11, A CONDO","Broward","4900 WASHINGTON STREET #11, HOLLYWOOD, FL 33021-7655","42","03/02/1967","Approved","Recorded","MA00014501","HILLCREST COUNTRY CLUB APTS. #11","C/O HACKER & ROMANO","3300 NORTH 29TH AVNEUE","HOLLYWOOD","FL","33020"
"PR1S016207","61116","HIDDEN VALLEY MANOR","Palm Beach","7610 W HIDDEN VALLEY BLVD, BOCA RATON, FL 33487-1566","14","01/10/1965","Approved","Recorded","MA00014732","HIDDEN VALLEY MANOR ASSN","C/O ELIZABETH A. ROSS","125 W. HIDDEN VALLEY BLVD.","BOCA RATON","FL","33487"
"PR1S016213","61120","SUSSEX D","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","16","03/29/1974","Approved","Recorded","MA00005686","SUSSEX D CONDO ASSN INC CENTURY VILLAGE","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016219","61124","KESWICK A","Broward","CENTURY VILLAGE, DEERFIELD BEACH, FL 33441","20","08/27/1974","Approved","Recorded","MA00002092","KESWICK A CONDO ASSN INC","C/O LIAM EIVERS, PRESIDENT","15 KESWICK A","DEERFIELD BEACH","FL","33442"
"PR1S016222","61125","SOMERSET CONDO G","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","11/01/1972","Approved","Recorded","MA00014215","SOMERSET G CONDO ASSN","C/O PRUITT'S PROP MGMT INC","4895 GARDNER LANE","LAKE WORTH","FL","33463"
"PR1S016223","61126","HARBOUR HALL CONDO","Palm Beach","609,623,637 NE 6TH COURT, BOYNTON BEACH, FL 33435","28","09/20/1971","Approved","Recorded","MA00008977","HARBOUR HALL CONDO ASSN INC","","637 NE 6TH COURT","BOYNTON BEACH","FL","33435"
"PR1S016232","61129","CRESTHAVEN VILLAS #12","Palm Beach","2721 BARKLEY DRIVE WEST #12, WEST PALM BEACH, FL 33415-8171","74","01/01/1969","Approved","Recorded","MA00014974","CRESTHAVEN VILLAS 12 CONDO ASSN, INC","","2605 BARKLEY DRIVE","WEST PALM BEACH","FL","33415"
"PR1S016233","61130","HAMPTON EAST CONDO","Broward","1308 BAYVIEW DR, FORT LAUDERDALE, FL 33304-1632","10","06/01/1962","Approved","Recorded","MA00004334","HAMPTON EAST CONDO ASSOC","C/O EIDIR PEREIRA","1308 BAYVIEW DR","FORT LAUDERDALE","FL","33304"
"PR1S016246","61136","FARNHAM H CONDO","Broward","FARNHAM DR, DEERFIELD BEACH, FL 33441","24","07/08/1974","Approved","Recorded","MA00011281","FARNHAM H CONDO ASSN CENTURY VILLAGE","","410 SOUTH MILITARY TRAIL","DEERFIELD BEACH","FL","33442"
"PR1S012072","59311","KURKI APTS","Palm Beach","126 S D ST #3, LAKE WORTH, FL 33460","8","05/22/1980","Approved","Recorded","MA00017370","KURKI APARTMENTS, INC.","","71 ELDORADO ST","ATLANTIC BEACH","NY","11509"
"PR1S014486","60207","PRESIDENTIAL GOLFVIEW CONDO","Palm Beach","1800 BL N CONGRESS AVE, WEST PALM BEACH, FL 33401-1630","436","05/16/1980","Approved","Recorded","MA00008117","PRESIDENTIAL GOLFVIEW CONDO ASSN INC","","1860 N. CONGRESS AVENUE","WEST PALM BEACH","FL","33401"
"PR1S014508","60215","ROKEST CONDO APTS","Broward","8400 LAGOS DE CAMPO BLVD, TAMARAC, FL 33321-3701","95","07/24/1973","Approved","Recorded","MA00009407","ROKEST CONDO ASSN INC","C/O MARDENE SMITH, PRESIDENT","8400 LAGOS DE CAMPO BLVD #107","TAMARAC","FL","33321"
"PR1S014514","60219","LA MIRADA AT BOCA POINTE CONDO NO. TWO","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","10/05/1984","Approved","Recorded","MA00013792","LA MIRADA AT BOCA POINTE CONDO ASSN #2 INC","C/O CREST MANAGMENT GROUP","6413 CONGRESS AVENUE SUITE #100","BOCA RATON","FL","33487"
"PR1S014515","60220","LA MIRADA AT BOCA POINTE CONDO NO. THREE","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","12/26/1984","Approved","Recorded","MA00005468","LA MIRADA AT BOCA POINTE CONDO ASSN NO 3","C/O CREST MANAGEMENT GROUP","6413 CONGRESS AVE","BOCA RATON","FL","33487"
"PR1S014516","60221","LA MIRADA AT BOCA POINTE CONDO NO. FOUR","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","03/08/1985","Approved","Recorded","MA00001782","LA MIRADA AT BOCA POINTE CONDO ASSN NO 4","C/O CREST MANAGMENT GROUP","6413 CONGRESS AVENUE, SUITE #100","BOCA RATON","FL","33487"
"PR1S014517","60222","LA MIRADA AT BOCA POINTE CONDO NO. 5","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","12/30/1985","Approved","Recorded","MA00003231","LA MIRADA AT BOCA POINTE CONDO #5 INC","C/O CREST MANAGMENT GROUP","6413 CONGRESS AVE, SUITE #100","BOCA RATON","FL","33487"
"PR1S014519","60224","LA MIRADA AT BOCA POINTE CONDO NO. 7","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","18","11/24/1986","Approved","Recorded","MA00004973","LA MIRADA AT BOCA POINTE CONDO NO. 7","C/O CREST MANAGMENT GROUP","6413 CONGRESS AVENUE, SUITE #100","BOCA RATON","FL","33487"
"PR1S014520","60225","LA MIRADA AT BOCA POINTE CONDO NO. EIGHT","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","18","03/10/1987","Approved","Recorded","MA00013608","LA MIRADA AT BOCA POINTE CONDO ASSN #8","C/O CREST MANAGEMENT GROUP","6413 CONGRESS AVE","BOCA RATON","FL","33487"
"PR1S014521","60226","LA MIRADA AT BOCA POINTE CONDO NO. 9","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","10/25/1985","Approved","Recorded","MA00015885","LA MIRADA AT BOCA POINTE CONDO NO NINE","C/O CREST MANAGEMENT GROUP","6413 CONGRESS AVE","BOCA RATON","FL","33487"
"PR1S009465","58399","LE CHATEAU, A CONDO","Broward","3100 NW 88TH AVE, SUNRISE, FL 33351-7344","40","01/01/1979","Approved","Recorded","MA00005232","LE CHATEAU CONDO ASSN","","4690  NW 103RD AVENUE","SUNRISE","FL","33351"
"PR1S009469","58402","WIMBLEDON TOWNHOUSES 1","Broward","4200 N.W. 16TH STREET, LAUDERHILL, FL 33313-5835","125","12/01/1972","Approved","Recorded","MA00003550","WIMBLEDON TOWNHOUSE CONDO I ASSN, INC","C/O DELTA MANAGEMENT SOLUTIONS, INC","7300 W MCNAB ROAD, SUITE 220","TAMARAC","FL","33321"
"PR1S009470","58403","WIMBLEDON TOWNHOUSES 2","Broward","4200 N.W. 16TH STREET, LAUDERHILL, FL 33313-5835","94","07/27/1973","Approved","Recorded","MA00014387","WIMBLEDON TOWNHOUSE CONDO II ASSN INC","","7124 N NOB HILL ROAD","TAMARAC","FL","33321"
"PR1S009471","58404","WIMBLEDON TOWNHOUSES 3","Broward","1681 N.W. 56TH TERRACE, LAUDERHILL, FL 33313-5400","84","04/29/1974","Approved","Recorded","MA00009371","WIMBLEDON TOWNHOUSE CONDO III ASSN INC","","5608 NW 19 STREET","LAUDERHILL","FL","33313"
"PR1S009488","58408","WATERWAY CONDO","Palm Beach","4475 NORTH OCEAN BOULEVARD, DELRAY BEACH, FL 33483-7501","12","10/23/1974","Approved","Recorded","MA00005562","WATERWAY CONDO ASSOC., INC.","","4475 NORTH OCEAN BLVD.","DELRAY BEACH","FL","33483"
"PR1S009489","58409","BALLANTRAE CONDO","Palm Beach","4333 NORTH OCEAN BOULEVARD, DELRAY BEACH, FL 33483-7559","40","01/01/1980","Approved","Recorded","MA00015713","BALLANTRAE CONDO ASSN OF PALM BCH COUNTY","","4333 NORTH OCEAN BLVD.","DELRAY BEACH","FL","33483"
"PR1S009549","58414","GABRIEL TOWERS","Broward","801 N. OCEAN BLVD., POMPANO BEACH, FL 33062","30","07/25/1977","Approved","Recorded","MA00017126","GABRIEL TOWERS CONDO ASSOC INC","","801 NORTH OCEAN BOULEVARD","POMPANO BEACH","FL","33062"
"PR1S012079","59315","SPRINGDALE LAKE A, A CONDO","Broward","4900 NW 82ND AVE, LAUDERHILL, FL 33351-5656","15","08/26/1982","Approved","Recorded","MA00003420","SPRINGDALE LAKE A CONDO ASSN INC","","2436 N FEDERAL HWY STE 205","LIGHTHOUSE POINT","FL","33064"
"PR1S012080","59316","SPRINGDALE LAKE B, A CONDO","Broward","4900 NW 82ND AVENUE, LAUDERHILL, FL 33351-5656","11","12/22/1982","Approved","Recorded","MA00022807","SPRINGDALE LAKE B CONDO ASSN INC","","2436 N FEDERAL HWY STE 205","LIGHTHOUSE POINT","FL","33064"
"PR1S012081","59317","SPRINGDALE LAKE D, A CONDO","Broward","4900 NW 82ND AVE, LAUDERHILL, FL 33351-5656","71","06/30/1983","Approved","Recorded","MA00012805","SPRINGDALE LAKE D CONDO ASSN INC","","2436 N FEDERAL HWY STE 205","LIGHTHOUSE POINT","FL","33064"
"PR1S012082","59318","BOCA GLADES A, A CONDO","Palm Beach","8417 BOCA GLADES BLVD E, BOCA RATON, FL 33434-4025","102","01/17/1984","Approved","Recorded","MA00011116","BOCA GLADES A CONDO ASSN INC","","8489 BOCA GLADES BLVD EAST","BOCA RATON","FL","33434"
"PR1S012083","59319","BOCA GLADES B, A CONDO","Palm Beach","2400 N LIONS RD-TWN SHP C, COCONUT CREEK, FL 33066","78","06/19/1984","Approved","Recorded","MA00005271","BOCA GLADES B CONDO ASSN INC","C/O RONALD NOVEMBRE","8440 BOCA GLADES BLVD E","BOCA RATON","FL","33434"
"PR1S012084","59320","BOCA GLADES C, A CONDO","Palm Beach","W BOCA GLADES BLVD, BOCA RATON, FL 33434","109","06/06/1985","Approved","Recorded","MA00013180","BOCA GLADES C CONDO ASSN INC","C/O CREST MANAGEMENT GROUP, INC.","6413 CONGRESS AVE, SUITE 100","BOCA RATON","FL","33487"
"PR1S012085","59321","BOCA GLADES D A CONDO","Palm Beach","W BOCA GLADES BLVD, BOCA RATON, FL 33434","96","09/13/1985","Approved","Recorded","MA00015651","BOCA GLADES D CONDO ASSN., INC.","C/O HAWK-EYE MANAGEMENT, LLC","1800 NW CORPORATE BLVD","BOCA RATON","FL","33431"
"PR1S012212","59335","CORNICHE, A CONDO, THE","Palm Beach","277 NORTH OCEAN BOULEVARD, BOCA RATON, FL 33432-4234","16","12/16/1981","Approved","Recorded","MA00015658","CORNICHE CONDO ASSN INC","C/O CREST MANAGEMENT GROUP","6413 CONGRESS AVE","BOCA RATON","FL","33487"
"PR1S012269","59352","LEISUREVILLE GOLF VIEW NORTH (U3)","Palm Beach","100 SW GOLF VIEW TER, BOYNTON BEACH, FL 33435","52","10/22/1973","Approved","Recorded","MA00005093","LEISUREVILLE GOLFVIEW NORTH CONDO ASSN","","300 SW GOLFVIEW TER","BOYNTON BEACH","FL","33426-4658"
"PR1S012270","59353","PALM BEACH LEISUREVILLE SUMMERS LAKES APTS. # 1","Palm Beach","1001 S.W. 13TH AVE., BOYNTON BEACH, FL 33435","14","07/18/1974","Approved","Recorded","MA00009220","PALM BEACH LEISUREVILLE SUMMERS LAKE APT1 ASSN","JACQUELINE LEFEBVRE","565 LAKE WASHINGTON DRIVE","CHEPACHET","RI","02814"
"PR1S009555","58416","DALEWOOD CONDO","Palm Beach","1401 NW 15TH AVE, BOCA RATON, FL 33486-1129","10","04/25/1980","Approved","Recorded","MA00010956","DALEWOOD CONDO ASSOC INC","","1401 NW 15TH AVE","BOCA RATON","FL","33486-1129"
"PR1S009562","58419","GARDENS IN THE GROVE 2","Palm Beach","7370 ORANGEWOOD LN, BOCA RATON, FL 33433-7455","24","03/18/1985","Approved","Recorded","MA00006291","GARDENS IN THE GROVE 2 CONDO ASSN INC","C/O MAHOGANY SERVICES, INC.","21 S.E. 5TH STREET","BOCA RATON","FL","33432"
"PR1S009565","58420","PALM BEACH HAMPTON A CONDO","Palm Beach","3100 S OCEAN BLVD, PALM BEACH, FL 33480-5676","104","04/25/1985","Approved","Recorded","MA00009290","PALM BEACH HAMPTON CONDO ASSN","C/O PBH","3100 S OCEAN BLVD","PALM BEACH","FL","33480"
"PR1S009572","58421","MARTINIQUE 2 A CONDO","Palm Beach","4100 N OCEAN DR, SINGER ISLAND, FL 33404-2851","220","03/23/1984","Approved","Recorded","MA00006924","MARTINIQUE 2 OWNERS' ASSOC INC","","4100 N OCEAN DR STE 102","SINGER ISLAND","FL","33404-2851"
"PR1S009585","58423","OCEANS III","Palm Beach","931-941 SWEETWATER LANE, BOCA RATON, FL 33432","12","01/31/1979","Approved","Recorded","MA00017256","OCEANS III CONDO ASSN.","","941 SWEETWATER LN #105","BOCA RATON","FL","33431"
"PR1S009602","58431","BANYAN PARK, CONDO","Palm Beach","170 N.W. 70TH STREET, BOCA RATON, FL 33487-2380","68","03/19/1982","Approved","Recorded","MA00011770","BANYAN PARK CONDO ASSN INC","","170 NW 70TH ST","BOCA RATON","FL","33487"
"PR1S009603","58432","SUN AND SURF ONE HUNDRED","Palm Beach","130 SUNRISE AVE, PALM BEACH, FL 33480-3932","136","02/11/1976","Approved","Recorded","MA00010833","SUN AND SURF 100 ASSN INC","","130 SUNRISE AVE","PALM BEACH","FL","33480-3933"
"PR1S009604","58433","SUN AND SURF ONE HUNDRED THIRTY","Palm Beach","130 SUNRISE AVE, PALM BEACH, FL 33480-3933","104","02/20/1978","Approved","Recorded","MA00005859","SUN AND SURF 130 ASSN INC","","130 SUNRISE AVE","PALM BEACH","FL","33480-3933"
"PR1S009643","58449","LIVING-CONDITIONED CONDO","Broward","11615 NW 35 COURT, CORAL SPRINGS, FL 33065","4","05/28/1981","Approved","Recorded","MA00011511","LIVING-CONDITIONED CONDO ASSN INC.","C/O JACOB COHEN","3881 NW 99 AVE","CORAL SPRINGS","FL","33065"
"PR1S009656","58454","NOBEL POINT CONDO","Broward","1100 S.E. 5TH COURT, POMPANO BEACH, FL 33060-8160","99","07/22/1980","Approved","Recorded","MA00017168","NOBEL POINT CONDO ASSN INC","","1100 SE 5TH CT","POMPANO BEACH","FL","33060-8160"
"PR1S009661","58456","BERKLEY SOUTH, A CONDO, THE","Broward","3015 N OCEAN BLVD, FORT LAUDERDALE, FL 33308-7335","200","09/30/1979","Approved","Recorded","MA00000879","BERKLEY SOUTH CONDO ASSN INC","C/O KW PROPERTY MANAGEMENT & CONSULTING","8200 NW 33RD STREET, SUITE 300","MIAMI","FL","33122"
"PR1S009683","58464","SIXTEEN HUNDRED TWENTY SIX-TWENTY EIGHT CONDO","Broward","1626 NW 8TH AVE, FORT LAUDERDALE, FL 33311-5538","2","09/17/1980","Approved","Recorded","MA00006500","SIXTEEN HUNDRED TWENTY SIX-TWENTY EIGHT CONDO ASSN","","1626-28 NW 8TH AVE","FT LAUDERDALE","FL","33311"
"PR1S019723","63382","MANOR HOUSE, A CONDO","Palm Beach","100 NORTH OCEAN BOULEVARD, DELRAY BEACH, FL 33483","24","06/17/1987","Approved","Recorded","MA00000613","MANOR HOUSE, INC.","","100 NORTH OCEAN BLVD","DELRAY BEACH","FL","33483"
"PR1S019802","63395","OCEAN CLUB TOWNHOMES, A CONDO","Broward","3221 NE 16TH ST, POMPANO BEACH, FL 33062-3303","13","08/26/1988","Approved","Recorded","MA00018257","OCEAN CLUB TOWNHOMES CONDO ASSN INC","","PO BOX 25354","TAMARAC","FL","33320"
"PR1S019848","63413","GARDENS OF SWEETWATER CONDO 3","Palm Beach","18250-A COVINA WAY, BOCA RATON, FL 33498-1666","8","05/16/1988","Approved","Recorded","MA00018324","GARDENS OF SWEETWATER CONDO 3 ASSN INC","C/O ANGELO FIOENZA, PRESIDENT","10890 LAKEMORE LANE","BOCA RATON","FL","33498"
"PR1S021952","64228","EMERALD AT SAPPHIRE LAKES, A CONDO","Broward","BELINA DR, HOLLYWOOD, FL 33022","48","04/30/1992","Approved","Recorded","MA00020377","EMERALD AT SAPPHIRE LAKES CONDO ASSN INC","C/O RESORT MANAGEMENT","2685 HORSESHOE DR #215","NAPLES","FL","34104"
"PR1S021974","64239","COASTAL HOUSE OF POMPANO BEACH","Broward","424 NORTH RIVERSIDE DRIVE, POMPANO BEACH, FL 33062","18","11/01/1971","Approved","Recorded","MA00020402","COASTAL HOUSE OF POMPANO BEACH CONDO. ASSN., INC.","","424 N RIVERSIDE DR","POMPANO BEACH","FL","33062"
"PR1S021987","64250","WINCAST ARMS NORTH CONDO","Broward","4311 CRYSTAL LAKE DRIVE, POMPANO BEACH, FL 33064","88","07/20/1971","Approved","Recorded","MA00020415","WINCAST ARMS NORTH CONDO ASSN INC","C/O NEXT GENERATION MANAGEMENT","13790 NW 4TH ST","SUNRISE","FL","33325"
"PR1S018826","62876","CHATHAM D","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","08/01/1973","Approved","Recorded","MA00012600","CHATHAM D CONDO ASSOC INC","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018827","62877","SHEFFIELD H","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","06/01/1971","Approved","Recorded","MA00006781","SHEFFIELD H CONDO ASSN","C/O SEACREST SERVICES, INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018830","62880","LAKESIDE POINT APT 11","Palm Beach","2381 SUNSET AVE 11, LAKE WORTH, FL 33461-5641","62","02/15/1968","Approved","Recorded","MA00002786","LAKESIDE POINT APT NO 11","C/O ASSET BOOKKEEPING CO","1206 S LAKE DR #506","LANTANA","FL","33462"
"PR1S017511","61999","SHEFFIELD C","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","10/28/1971","Approved","Recorded","MA00000074","SHEFFIELD C CONDO ASSOC.","C/O PRUITT'S PROPERTY MGT.","4895 GARDNER LANE","LAKE WORTH","FL","33463"
"PR1S017514","62001","ATLANTIS SHERBROOKE VILLAS","Palm Beach","145 ATLANTIS BOULEVARD, ATLANTIS, FL 33462-1136","40","08/28/1972","Approved","Recorded","MA00013522","ATLANTIS SHERBROOKE VILLAS ASSN INC","","1500 GATEWAY BLVD, SUITE 220","BOYNTON BEACH","FL","33426"
"PR1S017520","62006","LEISUREVILLE LAKE UNIT E","Palm Beach","1115 LAKE TER #E, BOYNTON BEACH, FL 33426-4237","24","06/23/1970","Approved","Recorded","MA00015798","LEISUREVILLE LAKE UNIT E CONDOMINIUM ASSOCIATION, INC","","1115 LAKE TERRACE","BOYNTON BEACH","FL","33426"
"PR1S017521","62007","COLONIAL MANOR","Broward","3500 MONROE ST, HOLLYWOOD, FL 33021-7528","16","01/01/1965","Approved","Recorded","MA00005031","COLONIAL MANOR CONDO OF HOLLYWOOD INC","C/O Eduardo Rodriguez, PRESIDENT","3500 MONROE STREET #106","HOLLYWOOD","FL","33021"
"PR1S018839","62886","LARGUS CONDO","Broward","2826 VAN BUREN ST, HOLLYWOOD, FL 33020-4237","20","01/01/1968","Approved","Recorded","MA00005725","LARGUS CONDO ASSN.","","2826 VAN BUREN ST #21","HOLLYWOOD","FL","33020-4237"
"PR1S018841","62888","PLAZA TOWERS SOUTH","Broward","1849 S OCEAN DR, HALLANDALE, FL 33009-4969","210","03/16/1970","Approved","Recorded","MA00001232","PLAZA TOWERS SOUTH CONDO ASSN INC","","1849 S OCEAN DR","HALLANDALE BEACH","FL","33009"
"PR1S018848","62894","KENT L","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","16","01/01/1975","Approved","Recorded","MA00004523","KENT L ASSOCIATION CENTURY VILLAGE","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018853","62898","BERKSHIRE F","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","20","01/01/1975","Approved","Recorded","MA00006006","BERKSHIRE F ASSN.","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018854","62899","HIGH POINT OF DELRAY BEACH SECTION 4","Palm Beach","824 CLUB DR, DELRAY BEACH, FL 33445-3118","236","04/28/1972","Approved","Recorded","MA00007427","HIGH POINT OF DELRAY BEACH SEC 4 ASSN","","824 CLUB DR","DELRAY BEACH","FL","33445-3118"
"PR1S018862","62903","ISLANDS BERMUDA, THE","Broward","5618 HOLLYWOD BLVD., HOLLYWOOD, FL 33021","56","12/21/1966","Approved","Recorded","MA00012077","ISLANDS-BERMUDA ASSN INC THE","","1889 S OCEAN DR","HALLANDALE BEACH","FL","33009"
